sample_id,coverage,purity,simulator,seg_id,seg_info,actual_CN,observed_CN,target_CN
2,20,1,ONT,3,chr6:138774181-138874181,N/A,3,2
2,20,1,ONT,4,chr15:23585608-23685608,N/A,3,4
2,20,1,ONT,5,chr15:23685608-23706879,N/A,5,6
2,20,1,ONT,6,chr15:23706879-23712617,N/A,6,6
2,20,1,ONT,7,chr15:23712617-23717166,N/A,5,6
2,20,1,ONT,8,chr15:23717166-23831660,N/A,6,6
2,20,1,ONT,9,chr15:23831660-23992700,N/A,4,6
2,20,1,ONT,10,chr15:23992700-24092700,N/A,2,4
2,20,1,ONT,11,chr20:37174468-37274468,N/A,4,2
2,20,1,ONT,12,chr20:37274468-37274667,N/A,5,2
2,20,1,ONT,13,chr20:37274667-37374667,N/A,4,2
1,5,1,ONT,1,chr3:24465108-24565108,N/A,2,2
1,5,1,ONT,2,chr3:24565108-24566182,N/A,6,2
1,5,1,ONT,3,chr3:24566182-25400602,N/A,11,2
1,5,1,ONT,4,chr3:25400602-25401059,N/A,11,2
1,5,1,ONT,5,chr3:25401059-26431918,N/A,9,2
1,5,1,ONT,6,chr3:26431918-26663922,N/A,13,2
1,5,1,ONT,7,chr3:26663922-26664499,N/A,6,2
1,5,1,ONT,8,chr3:26664499-26764499,N/A,3,2
1,5,1,ONT,9,chr6:26094041-26194041,N/A,4,2
1,5,1,ONT,10,chr6:26194041-26194117,N/A,6,2
1,5,1,ONT,11,chr6:26194117-26194406,N/A,6,2
1,5,1,ONT,12,chr6:26194406-26294406,N/A,4,2
1,5,1,ONT,13,chr12:72566892-72666892,N/A,3,2
1,5,1,ONT,14,chr12:72666892-72667075,N/A,4,2
1,5,1,ONT,15,chr12:72667075-72767075,N/A,3,2
1,5,1,ONT,16,chr10:60377224-60477224,N/A,2,2
1,5,1,ONT,17,chr10:60477224-60477422,N/A,5,2
1,5,1,ONT,18,chr10:60477422-60577422,N/A,2,2
1,10,1,ONT,1,chr3:24465108-24565108,N/A,2,4
1,10,1,ONT,2,chr3:24565108-24566182,N/A,6,6
1,10,1,ONT,3,chr3:24566182-25400602,N/A,11,10
1,10,1,ONT,4,chr3:25400602-25401059,N/A,11,10
1,10,1,ONT,5,chr3:25401059-26431918,N/A,9,10
1,10,1,ONT,6,chr3:26431918-26663922,N/A,13,10
1,10,1,ONT,7,chr3:26663922-26664499,N/A,6,10
1,10,1,ONT,8,chr3:26664499-26764499,N/A,3,8
1,10,1,ONT,9,chr6:26094041-26194041,N/A,4,2
1,10,1,ONT,10,chr6:26194041-26194117,N/A,6,2
1,10,1,ONT,11,chr6:26194117-26194406,N/A,6,2
1,10,1,ONT,12,chr6:26194406-26294406,N/A,4,2
1,10,1,ONT,13,chr12:72566892-72666892,N/A,3,2
1,10,1,ONT,14,chr12:72666892-72667075,N/A,4,2
1,10,1,ONT,15,chr12:72667075-72767075,N/A,3,2
1,10,1,ONT,16,chr10:60377224-60477224,N/A,2,2
1,10,1,ONT,17,chr10:60477224-60477422,N/A,5,2
1,10,1,ONT,18,chr10:60477422-60577422,N/A,2,2
1,20,1,PB,1,chr3:24465108-24565108,N/A,2,4
1,20,1,PB,2,chr3:24565108-24566182,N/A,6,6
1,20,1,PB,3,chr3:24566182-25400602,N/A,11,10
1,20,1,PB,4,chr3:25400602-25401059,N/A,11,10
1,20,1,PB,5,chr3:25401059-26431918,N/A,9,10
1,20,1,PB,6,chr3:26431918-26663922,N/A,13,10
1,20,1,PB,7,chr3:26663922-26664499,N/A,6,8
1,20,1,PB,8,chr3:26664499-26764499,N/A,3,6
1,20,1,PB,9,chr6:26094041-26194041,N/A,4,2
1,20,1,PB,10,chr6:26194041-26194117,N/A,6,2
1,20,1,PB,11,chr6:26194117-26194406,N/A,6,2
1,20,1,PB,12,chr6:26194406-26294406,N/A,4,2
1,20,1,PB,13,chr12:72566892-72666892,N/A,3,2
1,20,1,PB,14,chr12:72666892-72667075,N/A,4,2
1,20,1,PB,15,chr12:72667075-72767075,N/A,3,2
1,20,1,PB,16,chr10:60377224-60477224,N/A,2,2
1,20,1,PB,17,chr10:60477224-60477422,N/A,5,2
1,20,1,PB,18,chr10:60477422-60577422,N/A,2,2
1,30,1,ONT,1,chr3:24465108-24565108,N/A,2,4
1,30,1,ONT,2,chr3:24565108-24566182,N/A,6,6
1,30,1,ONT,3,chr3:24566182-25400602,N/A,11,10
1,30,1,ONT,4,chr3:25400602-25401059,N/A,11,10
1,30,1,ONT,5,chr3:25401059-26431918,N/A,9,10
1,30,1,ONT,6,chr3:26431918-26663922,N/A,13,10
1,30,1,ONT,7,chr3:26663922-26664499,N/A,6,6
1,30,1,ONT,8,chr3:26664499-26764499,N/A,3,4
1,30,1,ONT,9,chr6:26094041-26194041,N/A,4,2
1,30,1,ONT,10,chr6:26194041-26194117,N/A,6,2
1,30,1,ONT,11,chr6:26194117-26194406,N/A,6,2
1,30,1,ONT,12,chr6:26194406-26294406,N/A,4,2
1,30,1,ONT,13,chr12:72566892-72666892,N/A,3,2
1,30,1,ONT,14,chr12:72666892-72667075,N/A,4,2
1,30,1,ONT,15,chr12:72667075-72767075,N/A,3,2
1,30,1,ONT,16,chr10:60377224-60477224,N/A,2,2
1,30,1,ONT,17,chr10:60477224-60477422,N/A,5,2
1,30,1,ONT,18,chr10:60477422-60577422,N/A,2,2
2,20,1,PE,1,chr6:138674059-138774059,N/A,3,2
2,20,1,PE,2,chr6:138774059-138774181,N/A,4,2
2,20,1,PE,3,chr6:138774181-138874181,N/A,3,2
2,20,1,PE,4,chr15:23585608-23685608,N/A,3,6
2,20,1,PE,5,chr15:23685608-23706879,N/A,5,6
2,20,1,PE,6,chr15:23706879-23712617,N/A,6,6
2,20,1,PE,7,chr15:23712617-23717166,N/A,5,6
2,20,1,PE,8,chr15:23717166-23831660,N/A,6,6
2,20,1,PE,9,chr15:23831660-23992700,N/A,4,6
2,20,1,PE,10,chr15:23992700-24092700,N/A,2,4
2,20,1,PE,11,chr20:37174468-37274468,N/A,4,4
2,20,1,PE,12,chr20:37274468-37274667,N/A,5,4
2,20,1,PE,13,chr20:37274667-37374667,N/A,4,4
2,30,1,ONT,1,chr6:138674059-138774059,N/A,3,2
2,30,1,ONT,2,chr6:138774059-138774181,N/A,4,2
2,30,1,ONT,3,chr6:138774181-138874181,N/A,3,2
2,30,1,ONT,4,chr15:23585608-23685608,N/A,3,4
2,30,1,ONT,5,chr15:23685608-23706879,N/A,5,4
2,30,1,ONT,6,chr15:23706879-23712617,N/A,6,4
2,30,1,ONT,7,chr15:23712617-23717166,N/A,5,4
2,30,1,ONT,8,chr15:23717166-23831660,N/A,6,4
2,30,1,ONT,9,chr15:23831660-23992700,N/A,4,4
2,30,1,ONT,10,chr15:23992700-24092700,N/A,2,2
2,30,1,ONT,11,chr20:37174468-37274468,N/A,4,2
2,30,1,ONT,12,chr20:37274468-37274667,N/A,5,2
2,30,1,ONT,13,chr20:37274667-37374667,N/A,4,2
1,5,1,10x,1,chr3:24465108-24565108,N/A,2,6
1,5,1,10x,2,chr3:24565108-24566182,N/A,6,8
1,5,1,10x,3,chr3:24566182-25400602,N/A,11,10
1,5,1,10x,4,chr3:25400602-25401059,N/A,11,12
1,5,1,10x,5,chr3:25401059-26431918,N/A,9,12
1,5,1,10x,6,chr3:26431918-26663922,N/A,13,12
1,5,1,10x,7,chr3:26663922-26664499,N/A,6,10
1,5,1,10x,8,chr3:26664499-26764499,N/A,3,6
1,5,1,10x,9,chr6:26094041-26194041,N/A,4,4
1,5,1,10x,10,chr6:26194041-26194117,N/A,6,6
1,5,1,10x,11,chr6:26194117-26194406,N/A,6,6
1,5,1,10x,12,chr6:26194406-26294406,N/A,4,4
1,5,1,10x,13,chr12:72566892-72666892,N/A,3,2
1,5,1,10x,14,chr12:72666892-72667075,N/A,4,2
1,5,1,10x,15,chr12:72667075-72767075,N/A,3,2
1,5,1,10x,16,chr10:60377224-60477224,N/A,2,2
1,5,1,10x,17,chr10:60477224-60477422,N/A,5,2
1,5,1,10x,18,chr10:60477422-60577422,N/A,2,2
2,5,1,10x,1,chr6:138674059-138774059,N/A,3,2
2,5,1,10x,2,chr6:138774059-138774181,N/A,4,2
2,5,1,10x,3,chr6:138774181-138874181,N/A,3,2
2,5,1,10x,4,chr15:23585608-23685608,N/A,3,4
2,5,1,10x,5,chr15:23685608-23706879,N/A,5,6
2,5,1,10x,6,chr15:23706879-23712617,N/A,6,6
2,5,1,10x,7,chr15:23712617-23717166,N/A,5,6
2,5,1,10x,8,chr15:23717166-23831660,N/A,6,6
2,5,1,10x,9,chr15:23831660-23992700,N/A,4,6
2,5,1,10x,10,chr15:23992700-24092700,N/A,2,4
2,5,1,10x,11,chr20:37174468-37274468,N/A,4,4
2,5,1,10x,12,chr20:37274468-37274667,N/A,5,4
2,5,1,10x,13,chr20:37274667-37374667,N/A,4,4
1,10,1,PB,1,chr3:24465108-24565108,N/A,2,4
1,10,1,PB,2,chr3:24565108-24566182,N/A,6,6
1,10,1,PB,3,chr3:24566182-25400602,N/A,11,10
1,10,1,PB,4,chr3:25400602-25401059,N/A,11,10
1,10,1,PB,5,chr3:25401059-26431918,N/A,9,10
1,10,1,PB,6,chr3:26431918-26663922,N/A,13,10
1,10,1,PB,7,chr3:26663922-26664499,N/A,6,10
1,10,1,PB,8,chr3:26664499-26764499,N/A,3,8
1,10,1,PB,9,chr6:26094041-26194041,N/A,4,2
1,10,1,PB,10,chr6:26194041-26194117,N/A,6,2
1,10,1,PB,11,chr6:26194117-26194406,N/A,6,2
1,10,1,PB,12,chr6:26194406-26294406,N/A,4,2
1,10,1,PB,13,chr12:72566892-72666892,N/A,3,2
1,10,1,PB,14,chr12:72666892-72667075,N/A,4,2
1,10,1,PB,15,chr12:72667075-72767075,N/A,3,2
1,10,1,PB,16,chr10:60377224-60477224,N/A,2,2
1,10,1,PB,17,chr10:60477224-60477422,N/A,5,2
1,10,1,PB,18,chr10:60477422-60577422,N/A,2,2
1,20,1,PE,1,chr3:24465108-24565108,N/A,2,6
1,20,1,PE,2,chr3:24565108-24566182,N/A,6,8
1,20,1,PE,3,chr3:24566182-25400602,N/A,11,10
1,20,1,PE,4,chr3:25400602-25401059,N/A,11,10
1,20,1,PE,5,chr3:25401059-26431918,N/A,9,10
1,20,1,PE,6,chr3:26431918-26663922,N/A,13,10
1,20,1,PE,7,chr3:26663922-26664499,N/A,6,6
1,20,1,PE,8,chr3:26664499-26764499,N/A,3,4
1,20,1,PE,9,chr6:26094041-26194041,N/A,4,4
1,20,1,PE,10,chr6:26194041-26194117,N/A,6,6
1,20,1,PE,11,chr6:26194117-26194406,N/A,6,6
1,20,1,PE,12,chr6:26194406-26294406,N/A,4,4
1,20,1,PE,13,chr12:72566892-72666892,N/A,3,2
1,20,1,PE,14,chr12:72666892-72667075,N/A,4,2
1,20,1,PE,15,chr12:72667075-72767075,N/A,3,2
1,20,1,PE,16,chr10:60377224-60477224,N/A,2,2
1,20,1,PE,17,chr10:60477224-60477422,N/A,5,2
1,20,1,PE,18,chr10:60477422-60577422,N/A,2,2
1,20,1,ONT,1,chr3:24465108-24565108,N/A,2,4
1,20,1,ONT,2,chr3:24565108-24566182,N/A,6,6
1,20,1,ONT,3,chr3:24566182-25400602,N/A,11,10
1,20,1,ONT,4,chr3:25400602-25401059,N/A,11,10
1,20,1,ONT,5,chr3:25401059-26431918,N/A,9,10
1,20,1,ONT,6,chr3:26431918-26663922,N/A,13,10
1,20,1,ONT,7,chr3:26663922-26664499,N/A,6,8
1,20,1,ONT,8,chr3:26664499-26764499,N/A,3,6
1,20,1,ONT,9,chr6:26094041-26194041,N/A,4,2
1,20,1,ONT,10,chr6:26194041-26194117,N/A,6,2
1,20,1,ONT,11,chr6:26194117-26194406,N/A,6,2
1,20,1,ONT,12,chr6:26194406-26294406,N/A,4,2
1,20,1,ONT,13,chr12:72566892-72666892,N/A,3,2
1,20,1,ONT,14,chr12:72666892-72667075,N/A,4,2
1,20,1,ONT,15,chr12:72667075-72767075,N/A,3,2
1,20,1,ONT,16,chr10:60377224-60477224,N/A,2,2
1,20,1,ONT,17,chr10:60477224-60477422,N/A,5,2
1,20,1,ONT,18,chr10:60477422-60577422,N/A,2,2
1,10,1,10x,1,chr3:24465108-24565108,N/A,2,4
1,10,1,10x,2,chr3:24565108-24566182,N/A,6,6
1,10,1,10x,3,chr3:24566182-25400602,N/A,11,10
1,10,1,10x,4,chr3:25400602-25401059,N/A,11,10
1,10,1,10x,5,chr3:25401059-26431918,N/A,9,10
1,10,1,10x,6,chr3:26431918-26663922,N/A,13,10
1,10,1,10x,7,chr3:26663922-26664499,N/A,6,8
1,10,1,10x,8,chr3:26664499-26764499,N/A,3,6
1,10,1,10x,9,chr6:26094041-26194041,N/A,4,4
1,10,1,10x,10,chr6:26194041-26194117,N/A,6,6
1,10,1,10x,11,chr6:26194117-26194406,N/A,6,6
1,10,1,10x,12,chr6:26194406-26294406,N/A,4,4
1,10,1,10x,13,chr12:72566892-72666892,N/A,3,4
1,10,1,10x,14,chr12:72666892-72667075,N/A,4,4
1,10,1,10x,15,chr12:72667075-72767075,N/A,3,3
1,10,1,10x,16,chr10:60377224-60477224,N/A,2,2
1,10,1,10x,17,chr10:60477224-60477422,N/A,5,2
1,10,1,10x,18,chr10:60477422-60577422,N/A,2,2
1,5,1,PB,1,chr3:24465108-24565108,N/A,2,2
1,5,1,PB,2,chr3:24565108-24566182,N/A,6,2
1,5,1,PB,3,chr3:24566182-25400602,N/A,11,2
1,5,1,PB,4,chr3:25400602-25401059,N/A,11,2
1,5,1,PB,5,chr3:25401059-26431918,N/A,9,2
1,5,1,PB,6,chr3:26431918-26663922,N/A,13,2
1,5,1,PB,7,chr3:26663922-26664499,N/A,6,2
1,5,1,PB,8,chr3:26664499-26764499,N/A,3,2
1,5,1,PB,9,chr6:26094041-26194041,N/A,4,2
1,5,1,PB,10,chr6:26194041-26194117,N/A,6,2
1,5,1,PB,11,chr6:26194117-26194406,N/A,6,2
1,5,1,PB,12,chr6:26194406-26294406,N/A,4,2
1,5,1,PB,13,chr12:72566892-72666892,N/A,3,2
1,5,1,PB,14,chr12:72666892-72667075,N/A,4,2
1,5,1,PB,15,chr12:72667075-72767075,N/A,3,2
1,5,1,PB,16,chr10:60377224-60477224,N/A,2,2
1,5,1,PB,17,chr10:60477224-60477422,N/A,5,2
1,5,1,PB,18,chr10:60477422-60577422,N/A,2,2
2,10,1,10x,1,chr6:138674059-138774059,N/A,3,4
2,10,1,10x,2,chr6:138774059-138774181,N/A,4,4
2,10,1,10x,3,chr6:138774181-138874181,N/A,3,3
2,10,1,10x,4,chr15:23585608-23685608,N/A,3,4
2,10,1,10x,5,chr15:23685608-23706879,N/A,5,6
2,10,1,10x,6,chr15:23706879-23712617,N/A,6,6
2,10,1,10x,7,chr15:23712617-23717166,N/A,5,6
2,10,1,10x,8,chr15:23717166-23831660,N/A,6,6
2,10,1,10x,9,chr15:23831660-23992700,N/A,4,6
2,10,1,10x,10,chr15:23992700-24092700,N/A,2,4
2,10,1,10x,11,chr20:37174468-37274468,N/A,4,4
2,10,1,10x,12,chr20:37274468-37274667,N/A,5,4
2,10,1,10x,13,chr20:37274667-37374667,N/A,4,4
1,10,1,PE,1,chr3:24465108-24565108,N/A,2,4
1,10,1,PE,2,chr3:24565108-24566182,N/A,6,6
1,10,1,PE,3,chr3:24566182-25400602,N/A,11,10
1,10,1,PE,4,chr3:25400602-25401059,N/A,11,10
1,10,1,PE,5,chr3:25401059-26431918,N/A,9,10
1,10,1,PE,6,chr3:26431918-26663922,N/A,13,10
1,10,1,PE,7,chr3:26663922-26664499,N/A,6,10
1,10,1,PE,8,chr3:26664499-26764499,N/A,3,8
1,10,1,PE,9,chr6:26094041-26194041,N/A,4,4
1,10,1,PE,10,chr6:26194041-26194117,N/A,6,6
1,10,1,PE,11,chr6:26194117-26194406,N/A,6,6
1,10,1,PE,12,chr6:26194406-26294406,N/A,4,4
1,10,1,PE,13,chr12:72566892-72666892,N/A,3,2
1,10,1,PE,14,chr12:72666892-72667075,N/A,4,2
1,10,1,PE,15,chr12:72667075-72767075,N/A,3,2
1,10,1,PE,16,chr10:60377224-60477224,N/A,2,2
1,10,1,PE,17,chr10:60477224-60477422,N/A,5,2
1,10,1,PE,18,chr10:60477422-60577422,N/A,2,2
2,5,1,PE,1,chr6:138674059-138774059,N/A,3,2
2,5,1,PE,2,chr6:138774059-138774181,N/A,4,2
2,5,1,PE,3,chr6:138774181-138874181,N/A,3,2
2,5,1,PE,4,chr15:23585608-23685608,N/A,3,2
2,5,1,PE,5,chr15:23685608-23706879,N/A,5,2
2,5,1,PE,6,chr15:23706879-23712617,N/A,6,2
2,5,1,PE,7,chr15:23712617-23717166,N/A,5,2
2,5,1,PE,8,chr15:23717166-23831660,N/A,6,2
2,5,1,PE,9,chr15:23831660-23992700,N/A,4,2
2,5,1,PE,10,chr15:23992700-24092700,N/A,2,2
2,5,1,PE,11,chr20:37174468-37274468,N/A,4,2
2,5,1,PE,12,chr20:37274468-37274667,N/A,5,2
2,5,1,PE,13,chr20:37274667-37374667,N/A,4,2
2,10,1,ONT,1,chr6:138674059-138774059,N/A,3,2
2,10,1,ONT,2,chr6:138774059-138774181,N/A,4,2
2,10,1,ONT,3,chr6:138774181-138874181,N/A,3,2
2,10,1,ONT,4,chr15:23585608-23685608,N/A,3,2
2,10,1,ONT,5,chr15:23685608-23706879,N/A,5,2
2,10,1,ONT,6,chr15:23706879-23712617,N/A,6,2
2,10,1,ONT,7,chr15:23712617-23717166,N/A,5,2
2,10,1,ONT,8,chr15:23717166-23831660,N/A,6,2
2,10,1,ONT,9,chr15:23831660-23992700,N/A,4,2
2,10,1,ONT,10,chr15:23992700-24092700,N/A,2,2
2,10,1,ONT,11,chr20:37174468-37274468,N/A,4,2
2,10,1,ONT,12,chr20:37274468-37274667,N/A,5,2
2,10,1,ONT,13,chr20:37274667-37374667,N/A,4,2
2,5,1,PB,1,chr6:138674059-138774059,N/A,3,2
2,5,1,PB,2,chr6:138774059-138774181,N/A,4,2
2,5,1,PB,3,chr6:138774181-138874181,N/A,3,2
2,5,1,PB,4,chr15:23585608-23685608,N/A,3,2
2,5,1,PB,5,chr15:23685608-23706879,N/A,5,2
2,5,1,PB,6,chr15:23706879-23712617,N/A,6,2
2,5,1,PB,7,chr15:23712617-23717166,N/A,5,2
2,5,1,PB,8,chr15:23717166-23831660,N/A,6,2
2,5,1,PB,9,chr15:23831660-23992700,N/A,4,2
2,5,1,PB,10,chr15:23992700-24092700,N/A,2,2
2,5,1,PB,11,chr20:37174468-37274468,N/A,4,2
2,5,1,PB,12,chr20:37274468-37274667,N/A,5,2
2,5,1,PB,13,chr20:37274667-37374667,N/A,4,2
2,20,1,PB,1,chr6:138674059-138774059,N/A,3,2
2,20,1,PB,2,chr6:138774059-138774181,N/A,4,2
2,20,1,PB,3,chr6:138774181-138874181,N/A,3,2
2,20,1,PB,4,chr15:23585608-23685608,N/A,3,4
2,20,1,PB,5,chr15:23685608-23706879,N/A,5,6
2,20,1,PB,6,chr15:23706879-23712617,N/A,6,6
2,20,1,PB,7,chr15:23712617-23717166,N/A,5,6
2,20,1,PB,8,chr15:23717166-23831660,N/A,6,6
2,20,1,PB,9,chr15:23831660-23992700,N/A,4,6
2,20,1,PB,10,chr15:23992700-24092700,N/A,2,4
2,20,1,PB,11,chr20:37174468-37274468,N/A,4,2
2,20,1,PB,12,chr20:37274468-37274667,N/A,5,2
2,20,1,PB,13,chr20:37274667-37374667,N/A,4,2
1,5,1,PE,1,chr3:24465108-24565108,N/A,2,4
1,5,1,PE,2,chr3:24565108-24566182,N/A,6,10
1,5,1,PE,3,chr3:24566182-25400602,N/A,11,10
1,5,1,PE,4,chr3:25400602-25401059,N/A,11,10
1,5,1,PE,5,chr3:25401059-26431918,N/A,9,10
1,5,1,PE,6,chr3:26431918-26663922,N/A,13,10
1,5,1,PE,7,chr3:26663922-26664499,N/A,6,10
1,5,1,PE,8,chr3:26664499-26764499,N/A,3,4
1,5,1,PE,9,chr6:26094041-26194041,N/A,4,2
1,5,1,PE,10,chr6:26194041-26194117,N/A,6,2
1,5,1,PE,11,chr6:26194117-26194406,N/A,6,2
1,5,1,PE,12,chr6:26194406-26294406,N/A,4,2
1,5,1,PE,13,chr12:72566892-72666892,N/A,3,2
1,5,1,PE,14,chr12:72666892-72667075,N/A,4,2
1,5,1,PE,15,chr12:72667075-72767075,N/A,3,2
1,5,1,PE,16,chr10:60377224-60477224,N/A,2,2
1,5,1,PE,17,chr10:60477224-60477422,N/A,5,2
1,5,1,PE,18,chr10:60477422-60577422,N/A,2,2
1,30,1,10x,1,chr3:24465108-24565108,N/A,2,4
1,30,1,10x,2,chr3:24565108-24566182,N/A,6,8
1,30,1,10x,3,chr3:24566182-25400602,N/A,11,10
1,30,1,10x,4,chr3:25400602-25401059,N/A,11,10
1,30,1,10x,5,chr3:25401059-26431918,N/A,9,10
1,30,1,10x,6,chr3:26431918-26663922,N/A,13,10
1,30,1,10x,7,chr3:26663922-26664499,N/A,6,8
1,30,1,10x,8,chr3:26664499-26764499,N/A,3,4
1,30,1,10x,9,chr6:26094041-26194041,N/A,4,4
1,30,1,10x,10,chr6:26194041-26194117,N/A,6,6
1,30,1,10x,11,chr6:26194117-26194406,N/A,6,6
1,30,1,10x,12,chr6:26194406-26294406,N/A,4,4
1,30,1,10x,13,chr12:72566892-72666892,N/A,3,3
1,30,1,10x,14,chr12:72666892-72667075,N/A,4,3
1,30,1,10x,15,chr12:72667075-72767075,N/A,3,3
1,30,1,10x,16,chr10:60377224-60477224,N/A,2,2
1,30,1,10x,17,chr10:60477224-60477422,N/A,5,2
1,30,1,10x,18,chr10:60477422-60577422,N/A,2,2
2,20,1,10x,1,chr6:138674059-138774059,N/A,3,4
2,20,1,10x,2,chr6:138774059-138774181,N/A,4,4
2,20,1,10x,3,chr6:138774181-138874181,N/A,3,3
2,20,1,10x,4,chr15:23585608-23685608,N/A,3,6
2,20,1,10x,5,chr15:23685608-23706879,N/A,5,6
2,20,1,10x,6,chr15:23706879-23712617,N/A,6,6
2,20,1,10x,7,chr15:23712617-23717166,N/A,5,6
2,20,1,10x,8,chr15:23717166-23831660,N/A,6,6
2,20,1,10x,9,chr15:23831660-23992700,N/A,4,4
2,20,1,10x,10,chr15:23992700-24092700,N/A,2,2
2,20,1,10x,11,chr20:37174468-37274468,N/A,4,4
2,20,1,10x,12,chr20:37274468-37274667,N/A,5,4
2,20,1,10x,13,chr20:37274667-37374667,N/A,4,4
1,30,1,PE,1,chr3:24465108-24565108,N/A,2,4
1,30,1,PE,2,chr3:24565108-24566182,N/A,6,8
1,30,1,PE,3,chr3:24566182-25400602,N/A,11,10
1,30,1,PE,4,chr3:25400602-25401059,N/A,11,10
1,30,1,PE,5,chr3:25401059-26431918,N/A,9,10
1,30,1,PE,6,chr3:26431918-26663922,N/A,13,10
1,30,1,PE,7,chr3:26663922-26664499,N/A,6,6
1,30,1,PE,8,chr3:26664499-26764499,N/A,3,4
1,30,1,PE,9,chr6:26094041-26194041,N/A,4,4
1,30,1,PE,10,chr6:26194041-26194117,N/A,6,6
1,30,1,PE,11,chr6:26194117-26194406,N/A,6,6
1,30,1,PE,12,chr6:26194406-26294406,N/A,4,4
1,30,1,PE,13,chr12:72566892-72666892,N/A,3,2
1,30,1,PE,14,chr12:72666892-72667075,N/A,4,2
1,30,1,PE,15,chr12:72667075-72767075,N/A,3,2
1,30,1,PE,16,chr10:60377224-60477224,N/A,2,2
1,30,1,PE,17,chr10:60477224-60477422,N/A,5,2
1,30,1,PE,18,chr10:60477422-60577422,N/A,2,2
1,30,1,PB,1,chr3:24465108-24565108,N/A,2,4
1,30,1,PB,2,chr3:24565108-24566182,N/A,6,6
1,30,1,PB,3,chr3:24566182-25400602,N/A,11,10
1,30,1,PB,4,chr3:25400602-25401059,N/A,11,10
1,30,1,PB,5,chr3:25401059-26431918,N/A,9,10
1,30,1,PB,6,chr3:26431918-26663922,N/A,13,10
1,30,1,PB,7,chr3:26663922-26664499,N/A,6,6
1,30,1,PB,8,chr3:26664499-26764499,N/A,3,4
1,30,1,PB,9,chr6:26094041-26194041,N/A,4,2
1,30,1,PB,10,chr6:26194041-26194117,N/A,6,2
