region,FBI_cnt,sv_group_cnt,sample_cnt,SRR3760937,SRR3760940,SRR3825071,SRR3987259,SRR5114912,SRR5115059,SRR3760936,SRR3760945,SRR3760946,SRR3760949,SRR3760954,SRR3760957,SRR3760960,SRR3760962,SRR3760965,SRR3760970,SRR3760973,SRR3760975,SRR3760978,SRR3760985,SRR3760987,SRR3760995,SRR3760996,SRR3760997,SRR3761001,SRR3761002,SRR3761005,SRR3761011,SRR3761013,SRR3761015,SRR3761020,SRR3761024,SRR3761025,SRR3761026,SRR3761030,SRR3761033,SRR3761035,SRR3825048,SRR3825050,SRR3825053,SRR3825058,SRR3825060,SRR3825064,SRR3825068,SRR3825076,SRR3825079,SRR3825081,SRR3825083,SRR3825086,SRR3825088,SRR3825093,SRR3825094,SRR3825096,SRR3825098,SRR3825100,SRR3825106,SRR3825108,SRR3825112,SRR3825121,SRR3825123,SRR3825125,SRR3825132,SRR3825137,SRR3825141,SRR3825142,SRR3825143,SRR3825145,SRR3825147,SRR3928800,SRR3928803,SRR3928804,SRR3928807,SRR3928810,SRR3928822,SRR3928827,SRR3928830,SRR3928831,SRR3928834,SRR3928841,SRR3928842,SRR3928843,SRR3928849,SRR3928850,SRR3928851,SRR3928856,SRR3928859,SRR3928863,SRR3928866,SRR3928871,SRR3928872,SRR3928873,SRR3928875,SRR3928878,SRR3928879,SRR3928888,SRR3928889,SRR3928890,SRR3928891,SRR3928892,SRR3928894,SRR3928897,SRR3931724,SRR3931735,SRR3931736,SRR3931747,SRR3931752,SRR3931763,SRR3931771,SRR3931775,SRR3931776,SRR3931781,SRR3931782,SRR3931787,SRR3931791,SRR3931792,SRR3931811,SRR3931812,SRR3931816,SRR3931817,SRR3931827,SRR3931829,SRR3931830,SRR3931833,SRR3931835,SRR3931840,SRR3931846,SRR3931851,SRR3931856,SRR3931857,SRR3931859,SRR3931877,SRR3931880,SRR3945280,SRR3945282,SRR3945287,SRR3945294,SRR3945296,SRR3945299,SRR3945301,SRR3945303,SRR3945309,SRR3945312,SRR3945315,SRR3945316,SRR3945317,SRR3945319,SRR3945326,SRR3945327,SRR3945332,SRR3945336,SRR3945341,SRR3945343,SRR3945349,SRR3945352,SRR3945469,SRR3945470,SRR3945476,SRR3945477,SRR3945479,SRR3945484,SRR3945487,SRR3945488,SRR3945489,SRR3945491,SRR3945494,SRR3949322,SRR3949329,SRR3949330,SRR3949332,SRR3949333,SRR3949343,SRR3949346,SRR3949347,SRR3949358,SRR3949367,SRR3949371,SRR3949377,SRR3949380,SRR3949381,SRR3949384,SRR3949387,SRR3949391,SRR3949394,SRR3949401,SRR3949402,SRR3949403,SRR3949404,SRR3949410,SRR3949414,SRR3949422,SRR3949424,SRR3949431,SRR3953716,SRR3953729,SRR3953732,SRR3953737,SRR3953739,SRR3953744,SRR3953746,SRR3953748,SRR3953751,SRR3953754,SRR3953757,SRR3953759,SRR3953761,SRR3953765,SRR3953768,SRR3953774,SRR3953783,SRR3953785,SRR3953792,SRR3953798,SRR3953805,SRR3953809,SRR3953811,SRR3953813,SRR3953814,SRR3953820,SRR3953826,SRR3953827,SRR3953829,SRR3953836,SRR3953840,SRR3953841,SRR3953843,SRR3953844,SRR3953847,SRR3953849,SRR3987226,SRR3987230,SRR3987234,SRR3987237,SRR3987238,SRR3987242,SRR3987244,SRR3987250,SRR3987251,SRR3987253,SRR3987258,SRR3987264,SRR3987270,SRR3987273,SRR3987276,SRR3987277,SRR3987280,SRR3987315,SRR3987316,SRR3987322,SRR3987324,SRR3987341,SRR3987345,SRR3987346,SRR3987349,SRR3987351,SRR3987357,SRR3987362,SRR3987363,SRR3987367,SRR3987369,SRR3989816,SRR3989819,SRR3989822,SRR3989823,SRR3989824,SRR3989826,SRR3989830,SRR3989831,SRR3989836,SRR3989839,SRR3989840,SRR3989845,SRR3989847,SRR3989850,SRR3989856,SRR3989860,SRR3989862,SRR3989863,SRR3989866,SRR3989869,SRR3989873,SRR3989877,SRR3989879,SRR3989881,SRR3989882,SRR3989888,SRR3989892,SRR3989893,SRR3989895,SRR3989897,SRR3989901,SRR3989905,SRR3989907,SRR4017544,SRR5114918,SRR5114921,SRR5114924,SRR5114927,SRR5114936,SRR5114948,SRR5114954,SRR5114957,SRR5114960,SRR5114963,SRR5114966,SRR5114969,SRR5114975,SRR5114978,SRR5114981,SRR5114984,SRR5114987,SRR5114990,SRR5114993,SRR5114996,SRR5114999,SRR5115002,SRR5115005,SRR5115008,SRR5115011,SRR5115017,SRR5115023,SRR5115026,SRR5115029,SRR5115032,SRR5115035,SRR5115041,SRR5115044,SRR5115047,SRR5115050,SRR5115053,SRR5115056
chr2:227000001-228000000,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928842_38_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931840_27_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR3945319_3_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3949322_27_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:236000001-237000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953847_48_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:241000001-242000000,60,60,60,,,SRR3825071_22_sv.txt,,,,SRR3760936_37_sv.txt,,,,,,,,,,,SRR3760975_36_sv.txt,,,,,,,,,SRR3761005_17_sv.txt,,,,SRR3761020_47_sv.txt,SRR3761024_33_sv.txt,,,,,,,,,,,,,,,,,,SRR3825088_9_sv.txt,,,SRR3825096_40_sv.txt,,,,,,SRR3825121_8_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928851_6_sv.txt,,SRR3928859_41_sv.txt,,,,,,,,,,,,,,SRR3928894_11_sv.txt,,,,,,,,SRR3931771_12_sv.txt,SRR3931775_12_sv.txt,,SRR3931781_46_sv.txt,,,,,,,,,,,SRR3931830_14_sv.txt,SRR3931833_29_sv.txt,,SRR3931840_9_sv.txt,,,,SRR3931857_10_sv.txt,,,,,,,,,,SRR3945301_57_sv.txt,,,,,,,,SRR3945326_15_sv.txt,,SRR3945332_10_sv.txt,,SRR3945341_13_sv.txt,SRR3945343_13_sv.txt,,,,SRR3945470_11_sv.txt,,,,,,SRR3945488_10_sv.txt,,,SRR3945494_8_sv.txt,SRR3949322_56_sv.txt,,,,SRR3949333_11_sv.txt,,,,SRR3949358_37_sv.txt,,,,,,,,,,SRR3949401_41_sv.txt,,,,,,,,,,,,,SRR3953739_30_sv.txt,,,,,,,,,SRR3953765_46_sv.txt,,SRR3953774_44_sv.txt,,SRR3953785_6_sv.txt,,,,SRR3953809_11_sv.txt,SRR3953811_11_sv.txt,,SRR3953814_12_sv.txt,,,,,,,,,,,SRR3953849_15_sv.txt,,,,,,,,,,SRR3987253_44_sv.txt,,,SRR3987270_41_sv.txt,,SRR3987276_8_sv.txt,,,,,,,SRR3987341_49_sv.txt,,,,,,,,,,,,SRR3989822_48_sv.txt,SRR3989823_11_sv.txt,,SRR3989826_32_sv.txt,,,SRR3989836_9_sv.txt,,,,SRR3989847_51_sv.txt,,,,,SRR3989863_1_sv.txt,,,SRR3989873_41_sv.txt,,,,SRR3989882_18_sv.txt,SRR3989888_46_sv.txt,,,,,SRR3989901_38_sv.txt,,,SRR4017544_29_sv.txt,,,SRR5114924_35_sv.txt,,SRR5114936_33_sv.txt,,,,,,,SRR5114969_6_sv.txt,,,,,SRR5114987_8_sv.txt,SRR5114990_5_sv.txt,,,,,,,,,,,,,,,,,,SRR5115053_47_sv.txt,
chr2:242000001-243000000,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931833_29_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953774_44_sv.txt,,,,,,SRR3953809_11_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3987253_44_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115035_10_sv.txt,,,,,,
chr3:1000001-2000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761025_37_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989850_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:2000001-3000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931771_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989850_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:6000001-7000000,63,34,34,,,,,,,,,,SRR3760949_51_sv.txt,,SRR3760957_45_sv.txt,,,SRR3760965_44_sv.txt,SRR3760970_47_sv.txt,,,,,,,SRR3760996_49_sv.txt,,,,,,,SRR3761015_55_sv.txt,,,,,,,SRR3761035_42_sv.txt,,,,,,,,,,,,,SRR3825088_47_sv.txt,,,,,,,,,,,,SRR3825132_35_sv.txt,,,,,,,,SRR3928803_35_sv.txt,,,,,,,,,,SRR3928842_41_sv.txt,SRR3928843_48_sv.txt,,SRR3928850_36_sv.txt,,,,,,,,,,,SRR3928879_51_sv.txt,,,,,,,,,,,SRR3931747_49_sv.txt,,,,,,,,,SRR3931791_38_sv.txt,,,,,,,,,,,SRR3931840_31_sv.txt,,,,,,,,,,,,,,,,,,,SRR3945316_44_sv.txt,SRR3945317_46_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949380_58_sv.txt,,,,,,,,,,,,,,,,,SRR3953732_38_sv.txt,SRR3953737_41_sv.txt,,SRR3953744_41_sv.txt,,,,,,,SRR3953761_48_sv.txt,,,,SRR3953783_52_sv.txt,,,,,,,,,,,SRR3953827_48_sv.txt,,,,,,,,,SRR3987226_15_sv.txt,SRR3987230_53_sv.txt,,,,,,SRR3987250_50_sv.txt,,,,,,,,,,,,,,SRR3987341_54_sv.txt,,,,,,,,,,,,,,SRR3989824_49_sv.txt,,,,,SRR3989839_41_sv.txt,,,,,,SRR3989860_54_sv.txt,,,,SRR3989869_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:7000001-8000000,101,46,46,,,,SRR3987259_26_sv.txt,,,,,,SRR3760949_51_sv.txt,,SRR3760957_45_sv.txt,SRR3760960_40_sv.txt,,,SRR3760970_47_sv.txt,,,,,,,,,,SRR3761002_36_sv.txt,SRR3761005_45_sv.txt,SRR3761011_56_sv.txt,,SRR3761015_55_sv.txt,,,,,,,,,,,,,,SRR3825068_26_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928842_41_sv.txt,,,SRR3928850_36_sv.txt,,,,,,,,,SRR3928875_35_sv.txt,,,,,,,,,,,,SRR3931736_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3931846_47_sv.txt,,SRR3931856_53_sv.txt,,,,SRR3931880_52_sv.txt,,,,SRR3945294_37_sv.txt,,,,,,,,,,,,,SRR3945332_53_sv.txt,,,SRR3945343_49_sv.txt,SRR3945349_44_sv.txt,,,,SRR3945476_37_sv.txt,,,,,,,,,,,,,,,,SRR3949347_42_sv.txt,,,,,SRR3949380_58_sv.txt,,,,,,,,SRR3949403_53_sv.txt,,,SRR3949414_39_sv.txt,SRR3949422_36_sv.txt,SRR3949424_42_sv.txt,,,SRR3953729_37_sv.txt,,,,SRR3953744_41_sv.txt,,,,SRR3953754_47_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3953836_50_sv.txt,,,SRR3953843_46_sv.txt,,,,,SRR3987230_53_sv.txt,,,,,,,,,,,,SRR3987273_48_sv.txt,,,,,,,,,,,,,,SRR3987362_45_sv.txt,,,,,,,,,,SRR3989830_4_sv.txt,,,,,,,SRR3989850_40_sv.txt,SRR3989856_40_sv.txt,,,SRR3989863_48_sv.txt,,SRR3989869_41_sv.txt,,,,,,SRR3989888_49_sv.txt,,,,,,,,,,SRR5114921_31_sv.txt,SRR5114924_37_sv.txt,,,,,,,,,,,,SRR5114981_54_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR5115056_29_sv.txt
chr3:8000001-9000000,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761024_37_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928866_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945309_46_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:9000001-10000000,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949431_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987276_42_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114948_39_sv.txt,,,,,,,,,,,SRR5114987_42_sv.txt,,,,,,,,,,,,,,,,,,,,
chr3:11000001-12000000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949394_10_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:22000001-23000000,55,36,36,,,,,SRR5114912_51_sv.txt,,,,,,,,SRR3760960_31_sv.txt,,,,,,,,,,,,,,,,,,,SRR3761024_26_sv.txt,SRR3761025_27_sv.txt,,,SRR3761033_36_sv.txt,SRR3761035_30_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3825123_39_sv.txt,,,,,,,SRR3825145_41_sv.txt,,,,,,,,,SRR3928830_24_sv.txt,,,SRR3928841_35_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931830_53_sv.txt,,,,,,,,,SRR3931877_39_sv.txt,,,,,,,,,,,,,,,,,,SRR3945332_39_sv.txt,,,,,,,,,,SRR3945479_29_sv.txt,,,SRR3945488_28_sv.txt,,,,,,,,,SRR3949343_33_sv.txt,,,SRR3949358_40_sv.txt,,,,,,,,,,SRR3949401_45_sv.txt,SRR3949402_40_sv.txt,,,SRR3949410_31_sv.txt,,SRR3949422_37_sv.txt,,,,,,,,,,,,,,,,,,,SRR3953783_38_sv.txt,,,,,SRR3953809_36_sv.txt,,,,SRR3953820_35_sv.txt,SRR3953826_58_sv.txt,,,,,,,,,SRR3953849_57_sv.txt,SRR3987226_35_sv.txt,,,,,,,,,,,,,,,,,,SRR3987316_31_sv.txt,,,SRR3987341_55_sv.txt,SRR3987345_35_sv.txt,,SRR3987349_38_sv.txt,,,,,SRR3987367_37_sv.txt,,,,,,,,,,,,,,,,,,SRR3989862_38_sv.txt,,,,,,,,,SRR3989888_38_sv.txt,,SRR3989893_38_sv.txt,,,,,,SRR4017544_36_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:25000001-26000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953757_44_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:26000001-27000000,8,4,4,,,,,,,,,,,,,,,,,,,SRR3760978_54_sv.txt,,,,,,,,,,,,,,,,,,,SRR3825048_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928872_40_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114948_40_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:28000001-29000000,36,36,36,,,,,,SRR5115059_26_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825086_34_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3928810_28_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3928890_5_sv.txt,,,,SRR3928897_37_sv.txt,SRR3931724_36_sv.txt,,SRR3931736_37_sv.txt,,,,,,,,SRR3931782_36_sv.txt,,,,,,,SRR3931817_34_sv.txt,,,,,,,,SRR3931851_34_sv.txt,,,,,,,,,SRR3945294_27_sv.txt,,SRR3945299_36_sv.txt,,,SRR3945309_36_sv.txt,,SRR3945315_37_sv.txt,SRR3945316_21_sv.txt,,,,,SRR3945332_38_sv.txt,,,SRR3945343_50_sv.txt,,,,SRR3945470_34_sv.txt,SRR3945476_26_sv.txt,,,,,,,,,,,SRR3949330_52_sv.txt,SRR3949332_32_sv.txt,,SRR3949343_32_sv.txt,,,,SRR3949367_39_sv.txt,,SRR3949377_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3953751_40_sv.txt,,,,,,,,SRR3953783_51_sv.txt,,,,SRR3953805_35_sv.txt,,SRR3953811_41_sv.txt,,,,,,,,SRR3953840_43_sv.txt,,,,,,,SRR3987230_40_sv.txt,,,,SRR3987242_34_sv.txt,,,,,,,,,,,,,,SRR3987322_29_sv.txt,,SRR3987341_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989895_40_sv.txt,,,,SRR3989907_32_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115035_29_sv.txt,,,,,,
chr3:33000001-34000000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987369_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:34000001-35000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945317_47_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949404_19_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr3:41000001-42000000,172,87,87,,,,SRR3987259_39_sv.txt,,SRR5115059_39_sv.txt,,,SRR3760946_48_sv.txt,,,,,,SRR3760965_45_sv.txt,,,,SRR3760978_55_sv.txt,,,,SRR3760996_50_sv.txt,,,,,,SRR3761013_39_sv.txt,,,,SRR3761025_38_sv.txt,,,,,SRR3825048_42_sv.txt,,SRR3825053_35_sv.txt,SRR3825058_47_sv.txt,,,,,,,,SRR3825086_44_sv.txt,,,,,SRR3825098_39_sv.txt,,,,,,,,,SRR3825137_48_sv.txt,,,,,,,,,,,,,SRR3928830_33_sv.txt,SRR3928831_50_sv.txt,,,,,SRR3928849_55_sv.txt,,,,,,,,,,,,SRR3928879_52_sv.txt,SRR3928888_55_sv.txt,,,SRR3928891_35_sv.txt,SRR3928892_57_sv.txt,SRR3928894_39_sv.txt,,,SRR3931735_44_sv.txt,,,,,,,,,,SRR3931787_45_sv.txt,,,SRR3931811_49_sv.txt,,SRR3931816_42_sv.txt,,SRR3931827_39_sv.txt,SRR3931829_40_sv.txt,,SRR3931833_33_sv.txt,,,,,,SRR3931857_48_sv.txt,SRR3931859_55_sv.txt,,,,,,SRR3945294_38_sv.txt,,,,,,,,SRR3945316_45_sv.txt,,,,,,,SRR3945341_44_sv.txt,,SRR3945349_45_sv.txt,,SRR3945469_46_sv.txt,,,,,,,SRR3945488_39_sv.txt,SRR3945489_49_sv.txt,,SRR3945494_30_sv.txt,,,,,,,,,,,,,SRR3949380_59_sv.txt,,SRR3949384_45_sv.txt,SRR3949387_54_sv.txt,,SRR3949394_39_sv.txt,,,,,SRR3949410_40_sv.txt,,,,,,,,,,,,,SRR3953751_41_sv.txt,SRR3953754_48_sv.txt,SRR3953757_45_sv.txt,,,SRR3953765_50_sv.txt,,SRR3953774_47_sv.txt,,,,,,SRR3953809_48_sv.txt,,SRR3953813_48_sv.txt,,SRR3953820_46_sv.txt,,,,,,SRR3953841_52_sv.txt,,SRR3953844_52_sv.txt,,,SRR3987226_45_sv.txt,SRR3987230_54_sv.txt,,,,,,,,,SRR3987258_47_sv.txt,,,,SRR3987276_43_sv.txt,,,,,,,SRR3987341_56_sv.txt,,SRR3987346_46_sv.txt,,,,,,SRR3987367_47_sv.txt,,,,,SRR3989823_43_sv.txt,,SRR3989826_35_sv.txt,,,SRR3989836_32_sv.txt,,,SRR3989845_39_sv.txt,,,SRR3989856_41_sv.txt,SRR3989860_55_sv.txt,,SRR3989863_49_sv.txt,,,SRR3989873_43_sv.txt,,,,,SRR3989888_50_sv.txt,SRR3989892_45_sv.txt,SRR3989893_49_sv.txt,SRR3989895_53_sv.txt,SRR3989897_36_sv.txt,SRR3989901_43_sv.txt,,SRR3989907_43_sv.txt,,,SRR5114921_32_sv.txt,SRR5114924_38_sv.txt,,,SRR5114948_41_sv.txt,,,,,SRR5114966_29_sv.txt,,SRR5114975_44_sv.txt,,,SRR5114984_34_sv.txt,,SRR5114990_37_sv.txt,,,SRR5114999_45_sv.txt,,,,,,,,,,,,,,SRR5115050_44_sv.txt,SRR5115053_49_sv.txt,SRR5115056_30_sv.txt
