region,FBI_cnt,sv_group_cnt,sample_cnt,SRR3760937,SRR3760940,SRR3825071,SRR3987259,SRR5114912,SRR5115059,SRR3760936,SRR3760945,SRR3760946,SRR3760949,SRR3760954,SRR3760957,SRR3760960,SRR3760962,SRR3760965,SRR3760970,SRR3760973,SRR3760975,SRR3760978,SRR3760985,SRR3760987,SRR3760995,SRR3760996,SRR3760997,SRR3761001,SRR3761002,SRR3761005,SRR3761011,SRR3761013,SRR3761015,SRR3761020,SRR3761024,SRR3761025,SRR3761026,SRR3761030,SRR3761033,SRR3761035,SRR3825048,SRR3825050,SRR3825053,SRR3825058,SRR3825060,SRR3825064,SRR3825068,SRR3825076,SRR3825079,SRR3825081,SRR3825083,SRR3825086,SRR3825088,SRR3825093,SRR3825094,SRR3825096,SRR3825098,SRR3825100,SRR3825106,SRR3825108,SRR3825112,SRR3825121,SRR3825123,SRR3825125,SRR3825132,SRR3825137,SRR3825141,SRR3825142,SRR3825143,SRR3825145,SRR3825147,SRR3928800,SRR3928803,SRR3928804,SRR3928807,SRR3928810,SRR3928822,SRR3928827,SRR3928830,SRR3928831,SRR3928834,SRR3928841,SRR3928842,SRR3928843,SRR3928849,SRR3928850,SRR3928851,SRR3928856,SRR3928859,SRR3928863,SRR3928866,SRR3928871,SRR3928872,SRR3928873,SRR3928875,SRR3928878,SRR3928879,SRR3928888,SRR3928889,SRR3928890,SRR3928891,SRR3928892,SRR3928894,SRR3928897,SRR3931724,SRR3931735,SRR3931736,SRR3931747,SRR3931752,SRR3931763,SRR3931771,SRR3931775,SRR3931776,SRR3931781,SRR3931782,SRR3931787,SRR3931791,SRR3931792,SRR3931811,SRR3931812,SRR3931816,SRR3931817,SRR3931827,SRR3931829,SRR3931830,SRR3931833,SRR3931835,SRR3931840,SRR3931846,SRR3931851,SRR3931856,SRR3931857,SRR3931859,SRR3931877,SRR3931880,SRR3945280,SRR3945282,SRR3945287,SRR3945294,SRR3945296,SRR3945299,SRR3945301,SRR3945303,SRR3945309,SRR3945312,SRR3945315,SRR3945316,SRR3945317,SRR3945319,SRR3945326,SRR3945327,SRR3945332,SRR3945336,SRR3945341,SRR3945343,SRR3945349,SRR3945352,SRR3945469,SRR3945470,SRR3945476,SRR3945477,SRR3945479,SRR3945484,SRR3945487,SRR3945488,SRR3945489,SRR3945491,SRR3945494,SRR3949322,SRR3949329,SRR3949330,SRR3949332,SRR3949333,SRR3949343,SRR3949346,SRR3949347,SRR3949358,SRR3949367,SRR3949371,SRR3949377,SRR3949380,SRR3949381,SRR3949384,SRR3949387,SRR3949391,SRR3949394,SRR3949401,SRR3949402,SRR3949403,SRR3949404,SRR3949410,SRR3949414,SRR3949422,SRR3949424,SRR3949431,SRR3953716,SRR3953729,SRR3953732,SRR3953737,SRR3953739,SRR3953744,SRR3953746,SRR3953748,SRR3953751,SRR3953754,SRR3953757,SRR3953759,SRR3953761,SRR3953765,SRR3953768,SRR3953774,SRR3953783,SRR3953785,SRR3953792,SRR3953798,SRR3953805,SRR3953809,SRR3953811,SRR3953813,SRR3953814,SRR3953820,SRR3953826,SRR3953827,SRR3953829,SRR3953836,SRR3953840,SRR3953841,SRR3953843,SRR3953844,SRR3953847,SRR3953849,SRR3987226,SRR3987230,SRR3987234,SRR3987237,SRR3987238,SRR3987242,SRR3987244,SRR3987250,SRR3987251,SRR3987253,SRR3987258,SRR3987264,SRR3987270,SRR3987273,SRR3987276,SRR3987277,SRR3987280,SRR3987315,SRR3987316,SRR3987322,SRR3987324,SRR3987341,SRR3987345,SRR3987346,SRR3987349,SRR3987351,SRR3987357,SRR3987362,SRR3987363,SRR3987367,SRR3987369,SRR3989816,SRR3989819,SRR3989822,SRR3989823,SRR3989824,SRR3989826,SRR3989830,SRR3989831,SRR3989836,SRR3989839,SRR3989840,SRR3989845,SRR3989847,SRR3989850,SRR3989856,SRR3989860,SRR3989862,SRR3989863,SRR3989866,SRR3989869,SRR3989873,SRR3989877,SRR3989879,SRR3989881,SRR3989882,SRR3989888,SRR3989892,SRR3989893,SRR3989895,SRR3989897,SRR3989901,SRR3989905,SRR3989907,SRR4017544,SRR5114918,SRR5114921,SRR5114924,SRR5114927,SRR5114936,SRR5114948,SRR5114954,SRR5114957,SRR5114960,SRR5114963,SRR5114966,SRR5114969,SRR5114975,SRR5114978,SRR5114981,SRR5114984,SRR5114987,SRR5114990,SRR5114993,SRR5114996,SRR5114999,SRR5115002,SRR5115005,SRR5115008,SRR5115011,SRR5115017,SRR5115023,SRR5115026,SRR5115029,SRR5115032,SRR5115035,SRR5115041,SRR5115044,SRR5115047,SRR5115050,SRR5115053,SRR5115056
chr2:62000001-63000000,4,2,2,,,,,,,,,,,,SRR3760957_32_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989856_32_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:72000001-73000000,36,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761024_29_sv.txt,,,,,SRR3761035_12_sv.txt,SRR3825048_33_sv.txt,,,,,,,SRR3825076_54_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928888_49_sv.txt,,,,,,,,,,,,,,,,,,,SRR3931791_30_sv.txt,,,,,,,,,,,,,,,SRR3931857_37_sv.txt,SRR3931859_43_sv.txt,,,,,,,,,,,,,SRR3945315_39_sv.txt,,,,SRR3945326_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953768_41_sv.txt,,,,,,,,,,,,SRR3953826_48_sv.txt,,,SRR3953836_44_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989831_38_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114966_21_sv.txt,SRR5114969_21_sv.txt,,,,,,,,,,,SRR5115005_32_sv.txt,SRR5115008_30_sv.txt,,,,,,,,,,,,,
chr2:76000001-77000000,26,14,14,,SRR3760940_28_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761025_30_sv.txt,,,,,,,,,,,,SRR3825076_55_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR3825143_36_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931736_40_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945315_40_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953746_37_sv.txt,SRR3953748_38_sv.txt,,,,,,,,,,,,SRR3953798_50_sv.txt,,,,,,,,,,,,,,,,SRR3953849_49_sv.txt,,,,,,,,SRR3987250_44_sv.txt,,,,,,,,,,,,SRR3987322_31_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114990_28_sv.txt,,,,,,SRR5115008_31_sv.txt,,,,,,,,,,,,,
chr2:79000001-80000000,18,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931776_39_sv.txt,SRR3931781_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945303_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949371_38_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953774_36_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3953849_50_sv.txt,,,,,,,,,,,,SRR3987264_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114987_33_sv.txt,,,,,,,,,,,,,,,,,,,SRR5115053_41_sv.txt,
chr2:81000001-82000000,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761015_46_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931735_35_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:85000001-86000000,63,35,35,,,,,,,,SRR3760945_32_sv.txt,,,,,,,,,SRR3760973_41_sv.txt,,,,,SRR3760995_33_sv.txt,,,,,,,,,,,,,,SRR3761033_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3825112_23_sv.txt,,,,,,,,,,,,,,,,SRR3928822_29_sv.txt,,,,,,SRR3928842_34_sv.txt,,,,,,,,,,SRR3928872_3_sv.txt,,,,,,,,,,,,,,,,,SRR3931763_35_sv.txt,,,SRR3931776_40_sv.txt,,,,,,,,,,,,,,,,,,,SRR3931857_38_sv.txt,,,SRR3931880_46_sv.txt,,,,,,,SRR3945301_50_sv.txt,,,,,,,,,,SRR3945332_42_sv.txt,SRR3945336_26_sv.txt,,,,,,SRR3945470_38_sv.txt,,,SRR3945479_32_sv.txt,SRR3945484_39_sv.txt,,,,,,,,,,SRR3949333_33_sv.txt,,,,,,,SRR3949377_44_sv.txt,SRR3949380_48_sv.txt,,,SRR3949387_46_sv.txt,,,SRR3949401_36_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953792_29_sv.txt,,,,,,,,,,,,,,,,,SRR3953849_51_sv.txt,,,,,SRR3987238_41_sv.txt,,,,,,,SRR3987264_42_sv.txt,,,,,SRR3987280_50_sv.txt,,,,,SRR3987341_44_sv.txt,SRR3987345_7_sv.txt,,SRR3987349_41_sv.txt,,,,,,,,,,,,,SRR3989830_43_sv.txt,SRR3989831_39_sv.txt,,,,,,,,,,,,,,,,,,SRR3989888_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114990_29_sv.txt,,,,,,,,,,,,,,,,,,,
chr2:86000001-87000000,9,8,8,,SRR3760940_29_sv.txt,,,,,,,,,,,,,,,SRR3760973_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928842_34_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931776_40_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949380_48_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953792_29_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3987238_41_sv.txt,,,,,,,,,,,,,,,,,SRR3987341_44_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:88000001-89000000,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928894_32_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989824_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115050_35_sv.txt,,
chr2:91000001-92000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928851_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989836_6_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:94000001-95000000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987324_12_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:95000001-96000000,38,34,34,SRR3760937_22_sv.txt,,,,,,,SRR3760945_34_sv.txt,,,,,,,,,,,,,SRR3760987_5_sv.txt,,,,,,,SRR3761011_46_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928889_18_sv.txt,,,SRR3928892_47_sv.txt,,SRR3928897_39_sv.txt,,,,,,,,,,,,SRR3931787_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945301_51_sv.txt,SRR3945303_40_sv.txt,,,,,,,,,,,,,,,,,SRR3945476_29_sv.txt,,,SRR3945484_32_sv.txt,,,,,,,,,,,,SRR3949346_40_sv.txt,,,,,,,,,,,,,,,,,,SRR3949422_13_sv.txt,SRR3949424_23_sv.txt,,,,,,,,,,,,SRR3953757_37_sv.txt,,,,,,SRR3953783_42_sv.txt,,,,SRR3953805_18_sv.txt,,,,SRR3953814_36_sv.txt,,,,SRR3953829_35_sv.txt,,,,SRR3953843_38_sv.txt,,,SRR3953849_52_sv.txt,,,,,SRR3987238_42_sv.txt,,,,,,,,,,,SRR3987277_39_sv.txt,,,,,SRR3987324_12_sv.txt,,SRR3987345_38_sv.txt,,SRR3987349_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3989860_15_sv.txt,,,,,,,,,,,,,,,SRR3989901_33_sv.txt,,,,SRR5114918_24_sv.txt,,,SRR5114927_21_sv.txt,,,,,,,,SRR5114969_22_sv.txt,,,,,,,SRR5114993_23_sv.txt,,,,,,,,,,,,,,,,,,SRR5115056_26_sv.txt
chr2:105000001-106000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987238_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:108000001-109000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825098_34_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:116000001-117000000,196,104,98,,,,,,,SRR3760936_33_sv.txt,,,,,,,,SRR3760965_41_sv.txt,,SRR3760973_43_sv.txt,SRR3760975_9_sv.txt,,,,,,,,,SRR3761005_41_sv.txt,SRR3761011_47_sv.txt,,,,SRR3761024_30_sv.txt,,SRR3761026_42_sv.txt,,SRR3761033_41_sv.txt;SRR3761033_9_sv.txt,,,,,,,,,,,,,,,,,,,SRR3825100_46_sv.txt,,SRR3825108_43_sv.txt,,,,,,SRR3825137_39_sv.txt,,SRR3825142_28_sv.txt,,SRR3825145_35_sv.txt,,,SRR3928803_29_sv.txt,SRR3928804_38_sv.txt,SRR3928807_40_sv.txt,,,,SRR3928830_26_sv.txt,,SRR3928834_7_sv.txt,,,,,SRR3928850_28_sv.txt,,,,,,,,SRR3928873_47_sv.txt,,,SRR3928879_16_sv.txt,,,,,SRR3928892_48_sv.txt,SRR3928894_33_sv.txt;SRR3928894_34_sv.txt,,,,,SRR3931747_42_sv.txt,,SRR3931763_38_sv.txt;SRR3931763_47_sv.txt,,,SRR3931776_41_sv.txt,,SRR3931782_31_sv.txt,SRR3931787_37_sv.txt,,,,SRR3931812_36_sv.txt,SRR3931816_31_sv.txt,,,SRR3931829_32_sv.txt,,,,,,,,,SRR3931859_44_sv.txt,SRR3931877_44_sv.txt,,,,SRR3945287_29_sv.txt,SRR3945294_30_sv.txt,,,SRR3945301_28_sv.txt,SRR3945303_41_sv.txt;SRR3945303_30_sv.txt,SRR3945309_40_sv.txt,,,,,,SRR3945326_47_sv.txt,SRR3945327_29_sv.txt,,,,SRR3945343_38_sv.txt,,SRR3945352_41_sv.txt,,,,,,,SRR3945487_40_sv.txt,,,SRR3945491_23_sv.txt,SRR3945494_25_sv.txt,SRR3949322_51_sv.txt,SRR3949329_35_sv.txt,,,,,,,,SRR3949367_44_sv.txt,SRR3949371_41_sv.txt,,,,,SRR3949387_47_sv.txt,SRR3949391_39_sv.txt,,,SRR3949402_45_sv.txt,SRR3949403_11_sv.txt,,,SRR3949414_32_sv.txt,,,,,SRR3953729_31_sv.txt,,,SRR3953739_26_sv.txt,,,,SRR3953751_33_sv.txt,,SRR3953757_38_sv.txt,SRR3953759_38_sv.txt,SRR3953761_16_sv.txt,,SRR3953768_43_sv.txt,,SRR3953783_43_sv.txt,,,,,,,SRR3953813_41_sv.txt,,SRR3953820_39_sv.txt,,SRR3953827_25_sv.txt,,,,SRR3953841_8_sv.txt,,SRR3953844_41_sv.txt,SRR3953847_43_sv.txt,SRR3953849_11_sv.txt,,SRR3987230_45_sv.txt,,SRR3987237_38_sv.txt,,,,,,,,,,,,,,,,,SRR3987324_38_sv.txt,SRR3987341_46_sv.txt,SRR3987345_18_sv.txt,,,,,,,SRR3987367_39_sv.txt,SRR3987369_39_sv.txt,,SRR3989819_41_sv.txt,,,,,,SRR3989831_41_sv.txt,SRR3989836_23_sv.txt,,SRR3989840_41_sv.txt,,,,,,SRR3989862_30_sv.txt,,SRR3989866_36_sv.txt,,SRR3989873_40_sv.txt,SRR3989877_28_sv.txt,SRR3989879_47_sv.txt,,,,,,,SRR3989897_37_sv.txt,SRR3989901_30_sv.txt;SRR3989901_34_sv.txt,,,,,SRR5114921_25_sv.txt,,,,,,,,SRR5114963_22_sv.txt,,,,,,,SRR5114987_34_sv.txt,,SRR5114993_24_sv.txt,,,SRR5115002_30_sv.txt,,SRR5115008_32_sv.txt,SRR5115011_29_sv.txt,,,,,SRR5115032_28_sv.txt,,,,,SRR5115050_37_sv.txt;SRR5115050_12_sv.txt,SRR5115053_32_sv.txt,
chr2:117000001-118000000,10,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928831_12_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3928894_34_sv.txt,,,,,,,,,,,,,,,,,,SRR3931816_31_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949371_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987280_6_sv.txt,,,,,,,,,,,SRR3987362_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989901_34_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:118000001-119000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928892_49_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:120000001-121000000,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987345_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989888_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:122000001-123000000,42,21,21,,,,,,,,,,SRR3760949_40_sv.txt,,,,,,,,,,,,,SRR3760996_41_sv.txt,,,,,,,,,,,,,,SRR3761035_37_sv.txt,,,,,,,,,,,,,,,SRR3825094_43_sv.txt,,,,,,,,,,,,SRR3825141_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928890_32_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3931812_37_sv.txt,,,,SRR3931829_33_sv.txt,,,,,,,,,SRR3931859_45_sv.txt,,,,SRR3945282_37_sv.txt,,,,,,,SRR3945309_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949330_44_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953774_38_sv.txt,,,,,SRR3953805_39_sv.txt,SRR3953809_41_sv.txt,,,,SRR3953820_40_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987351_36_sv.txt,,,,,,SRR3989816_31_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114954_20_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR5115029_25_sv.txt,,,,SRR5115044_30_sv.txt,,,,
chr2:123000001-124000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928892_50_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953754_42_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr2:124000001-125000000,99,56,56,,,,,,,SRR3760936_34_sv.txt,,,,SRR3760954_35_sv.txt,,,,,,,,,,,,,SRR3760997_33_sv.txt,,,,,,,SRR3761020_45_sv.txt,SRR3761024_31_sv.txt,,,,,,,SRR3825050_36_sv.txt,,,,SRR3825064_44_sv.txt,SRR3825068_37_sv.txt,,,,,SRR3825086_38_sv.txt,,,,,,,SRR3825106_32_sv.txt,,,SRR3825121_36_sv.txt,SRR3825123_33_sv.txt,,SRR3825132_26_sv.txt,,,,,,,,,,,,SRR3928822_30_sv.txt,,,,,,,,,,,SRR3928856_47_sv.txt,SRR3928859_38_sv.txt,,,,,,,,,,SRR3928889_25_sv.txt,,,SRR3928892_50_sv.txt,,,,SRR3931735_39_sv.txt,,,SRR3931752_48_sv.txt,,,,,,,,,SRR3931792_25_sv.txt,,,,,SRR3931827_30_sv.txt,,,,SRR3931835_33_sv.txt,,SRR3931846_39_sv.txt,,,SRR3931857_41_sv.txt,,,,,,,SRR3945294_31_sv.txt,,,,,,SRR3945312_31_sv.txt,,,,,,,,SRR3945336_45_sv.txt,,,,,,,,,,,,,SRR3945489_39_sv.txt,,,,SRR3949329_36_sv.txt,,,,SRR3949343_38_sv.txt,,SRR3949347_35_sv.txt,,,,,SRR3949380_50_sv.txt,,,,,,,SRR3949402_46_sv.txt,,,SRR3949410_33_sv.txt,,,SRR3949424_35_sv.txt,,,,,SRR3953737_34_sv.txt,,,,,SRR3953751_13_sv.txt,SRR3953754_42_sv.txt,,,,SRR3953765_41_sv.txt,,,SRR3953783_44_sv.txt,,,,,SRR3953809_42_sv.txt,,,,,,,,,,,,,,,,,,SRR3987237_39_sv.txt,,,,,,,,,,,SRR3987276_38_sv.txt,,,,SRR3987316_33_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR3989836_24_sv.txt,,,SRR3989845_41_sv.txt,SRR3989847_46_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR4017544_25_sv.txt,SRR5114918_25_sv.txt,,SRR5114924_31_sv.txt,,,,,,,,,,,SRR5114978_28_sv.txt,SRR5114981_47_sv.txt,SRR5114984_28_sv.txt,,,,,,,,SRR5115008_33_sv.txt,,,,,,,,,SRR5115044_31_sv.txt,,,,
