region,p_value
chr3:123000001-124000000,1.0
chr3:127000001-128000000,0.43336387282198374
chr3:129000001-130000000,0.5721647822835428
chr3:131000001-132000000,2.323969957976453e-09
chr3:139000001-140000000,0.4122879735168088
chr3:142000001-143000000,1.0
chr3:148000001-149000000,2.5611139288867836e-16
chr3:155000001-156000000,1.0
chr3:160000001-161000000,0.3927868938103586
chr3:162000001-163000000,6.4495805432324964e-06
chr3:165000001-166000000,7.210539626278969e-06
chr3:172000001-173000000,0.4154005005011697
chr3:191000001-192000000,0.0028448215431047304
chr3:196000001-197000000,1.0
chr4:9000001-10000000,0.8968048874273569
chr4:16000001-17000000,0.2755269230830132
chr4:18000001-19000000,0.20871903184871313
chr4:40000001-41000000,0.7899626078383546
chr4:43000001-44000000,0.9215346587642028
chr4:44000001-45000000,1.0
chr4:45000001-46000000,0.751611650388441
chr4:59000001-60000000,0.8521774620038467
chr4:61000001-62000000,7.542635296754397e-06
chr4:64000001-65000000,0.10576301515142995
chr4:69000001-70000000,0.00018303761855326315
chr4:71000001-72000000,0.7049555441081248
chr4:74000001-75000000,0.0072394381683751514
chr4:80000001-81000000,0.4567760823949797
chr4:83000001-84000000,1.0
chr4:87000001-88000000,0.7101546043747975
chr4:92000001-93000000,0.9405963439175695
chr4:100000001-101000000,0.00017811690540612136
chr4:106000001-107000000,0.013404366246583732
chr4:111000001-112000000,0.02827806685189404
chr4:115000001-116000000,0.43234851615858816
chr4:120000001-121000000,1.0
chr4:131000001-132000000,1.0
chr4:132000001-133000000,0.0558071796642393
chr4:133000001-134000000,1.0
chr4:145000001-146000000,1.0
chr4:147000001-148000000,1.0
chr4:149000001-150000000,1.0
chr4:160000001-161000000,1.0
chr4:162000001-163000000,0.27418522992136496
chr4:164000001-165000000,0.8968425403703888
chr4:167000001-168000000,1.0
chr4:177000001-178000000,0.41381948514383704
chr4:182000001-183000000,0.07447749300991721
chr5:1-1000000,0.3102850520936057
chr5:8000001-9000000,0.1000918162303954
chr5:16000001-17000000,0.007352675062189652
chr5:18000001-19000000,1.0
chr5:20000001-21000000,0.7044001190884911
chr5:26000001-27000000,1.0
chr5:28000001-29000000,0.0762254169251769
chr5:29000001-30000000,2.183807313080378e-34
chr5:31000001-32000000,0.2314097313706328
chr5:37000001-38000000,0.02634625758892456
chr5:40000001-41000000,0.0053945388917385545
chr5:41000001-42000000,1.0
chr5:46000001-47000000,6.317441410401922e-05
chr5:52000001-53000000,1.0
chr5:53000001-54000000,0.012679692876519984
chr5:57000001-58000000,0.39088280234288786
chr5:63000001-64000000,1.0
chr5:64000001-65000000,1.0
chr5:79000001-80000000,0.9531717840531003
chr5:99000001-100000000,1.0
chr5:102000001-103000000,1.0
chr5:114000001-115000000,1.0
chr5:116000001-117000000,0.2654888458840292
chr5:131000001-132000000,1.0
chr5:133000001-134000000,0.8338794460484675
chr5:142000001-143000000,0.04750138495935987
chr5:144000001-145000000,0.07375597956797776
chr5:147000001-148000000,0.1011046665605842
chr5:148000001-149000000,0.17427749113218854
chr5:152000001-153000000,0.8015812504462246
chr5:170000001-171000000,0.7876215153598471
chr5:175000001-176000000,0.1749907994345962
chr5:176000001-177000000,0.5036796106407628
chr5:181000001-182000000,1.0
chr6:3000001-4000000,1.0
chr6:11000001-12000000,1.0
chr6:12000001-13000000,0.23979409733134452
chr6:13000001-14000000,1.0
chr6:26000001-27000000,0.7899626078383546
chr6:28000001-29000000,0.233432430003009
chr6:29000001-30000000,1.0
chr6:32000001-33000000,0.30786417380991277
chr6:34000001-35000000,0.1887732008780866
chr6:38000001-39000000,0.12106960780027101
chr6:50000001-51000000,0.1785279908260347
chr6:51000001-52000000,0.853703939176903
chr6:60000001-61000000,9.833217040876329e-06
chr6:61000001-62000000,1.5304774834002508e-06
chr6:65000001-66000000,1.0
chr6:66000001-67000000,0.9765732997004379
chr6:67000001-68000000,1.0
chr6:72000001-73000000,1.0
chr6:79000001-80000000,1.0
chr6:94000001-95000000,1.0
chr6:97000001-98000000,1.0
chr6:98000001-99000000,0.9405963439175695
chr6:102000001-103000000,0.001489104371534221
chr6:107000001-108000000,0.03418664700387459
chr6:111000001-112000000,1.0
chr6:118000001-119000000,0.9405963439175695
chr6:121000001-122000000,0.13201021875660798
chr6:127000001-128000000,0.1785279908260347
chr6:128000001-129000000,0.3657432578850741
chr6:130000001-131000000,0.9090803384901056
chr6:131000001-132000000,0.000769914996911468
chr6:137000001-138000000,0.33677546051814866
chr6:139000001-140000000,1.0
chr6:147000001-148000000,0.3927868938103586
chr6:154000001-155000000,1.0
chr6:155000001-156000000,0.9405963439175695
chr6:157000001-158000000,1.0
chr6:166000001-167000000,0.10003339384697825
chr6:167000001-168000000,0.09376643081024102
chr6:168000001-169000000,1.0
chr6:169000001-170000000,0.0038222510084699518
chr6:170000001-171000000,0.8757290421156403
chr7:5000001-6000000,1.0
chr7:11000001-12000000,1.0
chr7:17000001-18000000,1.0
chr7:23000001-24000000,0.01463417665057992
chr7:25000001-26000000,1.0
chr7:26000001-27000000,0.016123288497063962
chr7:31000001-32000000,5.27844147828974e-07
chr7:38000001-39000000,1.0
chr7:40000001-41000000,0.9035500218728874
chr7:42000001-43000000,1.0
chr7:47000001-48000000,0.021583723411807986
chr7:49000001-50000000,1.0
chr7:50000001-51000000,1.0
chr7:51000001-52000000,0.8521774620038467
chr7:52000001-53000000,0.8701709204093323
chr7:53000001-54000000,0.6250183069790375
chr7:55000001-56000000,0.9405963439175695
chr7:56000001-57000000,0.03375292237920357
chr7:62000001-63000000,1.0
chr7:66000001-67000000,1.0
chr7:70000001-71000000,0.00496262074504945
chr7:72000001-73000000,1.0
chr7:75000001-76000000,1.0
chr7:76000001-77000000,0.0010990631316357118
chr7:85000001-86000000,0.99867564006474
chr7:86000001-87000000,0.07447749300991721
chr7:91000001-92000000,0.10246009073325431
chr7:93000001-94000000,0.35152270715477807
chr7:101000001-102000000,0.3102850520936057
chr7:102000001-103000000,0.0018368637098913718
chr7:105000001-106000000,7.952048623861991e-06
chr7:109000001-110000000,0.6198965052687825
chr7:118000001-119000000,0.784857558327458
chr7:121000001-122000000,1.0
chr7:122000001-123000000,1.0
chr7:125000001-126000000,0.9615222037752709
chr7:128000001-129000000,0.35152270715477807
chr7:129000001-130000000,0.6116642177358147
chr7:134000001-135000000,0.05049113915912626
chr7:140000001-141000000,1.0
chr7:142000001-143000000,6.056557816638683e-08
chr7:143000001-144000000,1.0
chr7:145000001-146000000,0.35152270715477807
chr7:151000001-152000000,0.6956872560714489
chr7:156000001-157000000,0.004832221172134234
chr7:159000001-160000000,0.027856490033797858
chr8:10000001-11000000,0.4160348626434085
chr8:23000001-24000000,0.5036796106407628
chr8:26000001-27000000,0.14840833975208728
chr8:36000001-37000000,0.7904777296173037
chr8:43000001-44000000,0.38486517823204924
chr8:46000001-47000000,1.0
chr8:51000001-52000000,0.7674948133198742
chr8:72000001-73000000,0.4688237043058734
chr8:74000001-75000000,1.0
chr8:84000001-85000000,0.38519924168940434
chr8:85000001-86000000,0.3162567827839824
chr8:86000001-87000000,0.05385393825315264
chr8:92000001-93000000,0.17717896127825042
chr8:97000001-98000000,1.0
chr8:99000001-100000000,1.0
chr8:102000001-103000000,0.0980545476521111
chr8:106000001-107000000,0.35152270715477807
chr8:108000001-109000000,1.0
chr8:112000001-113000000,1.0
chr8:115000001-116000000,1.0
chr8:117000001-118000000,1.341218735521475e-06
chr8:127000001-128000000,1.0
chr8:130000001-131000000,7.555210417946745e-05
chr8:131000001-132000000,1.9755158013291904e-05
chr8:137000001-138000000,1.0
chr8:139000001-140000000,1.0
chr9:8000001-9000000,1.0
chr9:11000001-12000000,0.8521774620038467
chr9:34000001-35000000,0.7674948133198742
chr9:72000001-73000000,1.0
chr9:74000001-75000000,0.3513095615204702
chr9:77000001-78000000,0.10779205502189562
chr9:86000001-87000000,1.0
chr9:91000001-92000000,0.017011545332297397
chr9:102000001-103000000,0.015142959764580806
chr9:105000001-106000000,0.217428847543149
chr9:110000001-111000000,0.6250183069790375
chr9:111000001-112000000,0.27418522992136496
chr9:118000001-119000000,1.0
chr9:122000001-123000000,1.0
chr9:128000001-129000000,0.23035792794947973
chr10:4000001-5000000,1.0
chr10:5000001-6000000,0.6250183069790375
chr10:12000001-13000000,0.00016503858086310214
chr10:13000001-14000000,0.002525011046525302
chr10:15000001-16000000,1.0
chr10:19000001-20000000,1.0
chr10:27000001-28000000,0.00046821859603161486
chr10:29000001-30000000,1.0
chr10:45000001-46000000,1.0
chr10:46000001-47000000,0.3657432578850741
chr10:50000001-51000000,0.6132413850538598
chr10:57000001-58000000,0.49021777080081796
chr10:67000001-68000000,0.0033163962987761736
chr10:73000001-74000000,1.0
chr10:74000001-75000000,1.0
chr10:79000001-80000000,0.16936854906176685
chr10:80000001-81000000,1.0
chr10:85000001-86000000,0.03212076308502535
chr10:91000001-92000000,1.0
chr10:109000001-110000000,1.0
chr10:113000001-114000000,0.34823306003478405
chr10:125000001-126000000,1.119737424931884e-10
chr10:126000001-127000000,0.9405963439175695
chr10:130000001-131000000,0.829506028398982
chr10:131000001-132000000,1.0
chr11:1-1000000,0.5879530185843354
chr11:1000001-2000000,0.011009863067867744
chr11:4000001-5000000,0.6408181856476536
chr11:5000001-6000000,1.0
chr11:6000001-7000000,0.10003339384697825
chr11:9000001-10000000,1.0
chr11:15000001-16000000,0.6116642177358147
chr11:20000001-21000000,0.39088280234288786
chr11:23000001-24000000,0.15404572600557948
chr11:24000001-25000000,0.09371833968946305
chr11:25000001-26000000,0.028588889579345154
chr11:35000001-36000000,0.001971337738500701
chr11:36000001-37000000,2.742024325871708e-07
chr11:38000001-39000000,1.0
chr11:41000001-42000000,0.8439383030468811
chr11:48000001-49000000,0.36082415328175865
chr11:49000001-50000000,0.8002277842626909
chr11:50000001-51000000,1.0
chr11:54000001-55000000,0.31497156469840587
chr11:55000001-56000000,0.006681760452552226
chr11:58000001-59000000,1.0
chr11:66000001-67000000,0.00415426341776265
chr11:71000001-72000000,0.002003617688743573
chr11:94000001-95000000,0.8521774620038467
chr11:95000001-96000000,0.0005356652002544745
chr11:96000001-97000000,1.0
chr11:97000001-98000000,1.0
chr11:98000001-99000000,0.28299831857428825
chr11:99000001-100000000,0.9124655920150921
chr11:104000001-105000000,0.6250183069790375
chr11:106000001-107000000,0.013358225998050161
chr11:107000001-108000000,0.06070758274448446
chr11:112000001-113000000,1.0
chr11:114000001-115000000,1.0
chr11:116000001-117000000,8.620843003555225e-07
chr11:117000001-118000000,4.485165993636995e-06
chr11:118000001-119000000,0.35152270715477807
chr12:2000001-3000000,1.0
chr12:5000001-6000000,1.0
chr12:9000001-10000000,0.06102753809415207
chr12:10000001-11000000,0.044020429304009644
chr12:12000001-13000000,0.9242723319390094
chr12:24000001-25000000,1.0
chr12:25000001-26000000,0.0008817962841936998
chr12:27000001-28000000,0.1327001453016143
chr12:30000001-31000000,0.9331834560028922
chr12:33000001-34000000,1.0
chr12:34000001-35000000,0.06325080059686236
chr12:37000001-38000000,0.6772546019987808
chr12:39000001-40000000,1.8578450182949794e-05
chr12:46000001-47000000,8.018310582302351e-05
chr12:49000001-50000000,0.8017767596834436
chr12:50000001-51000000,0.10003339384697825
chr12:51000001-52000000,1.0
chr12:61000001-62000000,1.0
chr12:70000001-71000000,0.37917469236168344
chr12:71000001-72000000,0.7247904803135798
chr12:77000001-78000000,0.13963230714709926
chr12:78000001-79000000,0.8521774620038467
chr12:80000001-81000000,0.5827083816324409
chr12:84000001-85000000,1.0
chr12:90000001-91000000,1.0
chr12:92000001-93000000,0.9405963439175695
chr12:96000001-97000000,0.784857558327458
chr12:108000001-109000000,1.0
chr12:110000001-111000000,0.1810958014979977
chr12:120000001-121000000,0.006659740212118861
chr12:123000001-124000000,1.0
chr12:127000001-128000000,9.479659197360367e-05
chr12:131000001-132000000,1.0
chr12:132000001-133000000,1.0
chr13:20000001-21000000,0.002435067215840529
chr13:25000001-26000000,1.0
chr13:32000001-33000000,0.9405963439175695
chr13:42000001-43000000,0.03411488726551143
chr13:56000001-57000000,0.32816211984919796
chr13:81000001-82000000,0.018490913942183166
chr13:84000001-85000000,1.0
chr13:85000001-86000000,0.09178582434304648
chr13:86000001-87000000,1.0
chr13:88000001-89000000,0.0006813775521763204
chr13:89000001-90000000,0.10003339384697825
chr13:97000001-98000000,0.00659819847238056
chr13:98000001-99000000,1.0
chr13:100000001-101000000,0.5086020837177756
chr14:21000001-22000000,0.5086020837177756
chr14:24000001-25000000,0.35152270715477807
chr14:25000001-26000000,1.0
chr14:35000001-36000000,1.0
chr14:39000001-40000000,0.15404572600557948
chr14:40000001-41000000,0.25138565899841675
chr14:44000001-45000000,0.8576081620743587
chr14:47000001-48000000,0.33125675003433364
chr14:48000001-49000000,0.11071182265923077
chr14:49000001-50000000,0.9405963439175695
chr14:60000001-61000000,0.0003900426587875842
chr14:63000001-64000000,1.0
chr14:64000001-65000000,0.028573601723856017
chr14:65000001-66000000,0.1550132251577738
chr14:66000001-67000000,0.07974576354105432
chr14:73000001-74000000,0.18705864546781906
chr14:91000001-92000000,1.0
chr14:93000001-94000000,0.0002336544489442571
chr14:105000001-106000000,0.013148565389048563
chr15:28000001-29000000,0.034420086704775574
chr15:33000001-34000000,0.046913924790733905
chr15:44000001-45000000,1.0
chr15:45000001-46000000,0.6116642177358147
chr15:51000001-52000000,0.2523572255314246
chr15:61000001-62000000,0.7946091182240533
chr15:79000001-80000000,1.0
chr15:83000001-84000000,0.5587285364535032
chr15:86000001-87000000,0.6116642177358147
chr15:94000001-95000000,0.6189858188451081
chr15:95000001-96000000,0.08646681815729125
chr15:97000001-98000000,0.053805303229822354
chr15:100000001-101000000,0.576818897730514
chr15:101000001-102000000,1.0
chr16:1-1000000,1.0
chr16:20000001-21000000,0.663620624592904
chr16:25000001-26000000,0.17362210987585935
chr16:27000001-28000000,5.704786080996455e-06
chr16:28000001-29000000,1.0
chr16:29000001-30000000,1.933233004439395e-12
chr16:35000001-36000000,0.9877514001814641
chr16:36000001-37000000,2.0210785802392737e-64
chr16:38000001-39000000,0.09945291809547588
chr16:48000001-49000000,0.0213089215966488
chr16:55000001-56000000,0.7554959557418895
chr16:69000001-70000000,0.021595507576945394
chr16:73000001-74000000,0.1887732008780866
chr16:82000001-83000000,0.22933919096947863
chr16:85000001-86000000,0.08801514385720191
chr16:86000001-87000000,0.003210141609552899
chr17:1-1000000,0.030301545843121527
chr17:1000001-2000000,0.09272724623428368
chr17:2000001-3000000,0.05044544721791451
chr17:5000001-6000000,0.2799859651298741
chr17:8000001-9000000,0.35152270715477807
chr17:10000001-11000000,0.10003339384697825
chr17:11000001-12000000,1.0
chr17:14000001-15000000,0.000501049690240451
chr17:19000001-20000000,1.0
chr17:21000001-22000000,0.2619557654117916
chr17:30000001-31000000,0.18950767150463432
chr17:33000001-34000000,0.6116642177358147
chr17:37000001-38000000,0.1076905713790282
chr17:41000001-42000000,0.0006020092494559336
chr17:42000001-43000000,1.0
chr17:46000001-47000000,0.07447749300991721
chr17:50000001-51000000,0.22870355718399762
chr17:62000001-63000000,0.6116642177358147
chr17:73000001-74000000,0.35152270715477807
chr17:75000001-76000000,0.3927868938103586
chr17:76000001-77000000,0.8968048874273569
chr17:77000001-78000000,1.0
chr17:80000001-81000000,1.0
chr17:83000001-84000000,0.33677546051814866
chr18:1000001-2000000,0.02107263120004693
chr18:11000001-12000000,0.5036796106407628
chr18:13000001-14000000,0.784857558327458
chr18:20000001-21000000,0.2062741137310624
chr18:29000001-30000000,0.5274085358393462
chr18:30000001-31000000,0.09881311702083992
chr18:32000001-33000000,1.0
chr18:35000001-36000000,1.0
chr18:38000001-39000000,0.5086020837177756
chr18:60000001-61000000,0.8521774620038467
chr18:64000001-65000000,0.751611650388441
chr18:71000001-72000000,1.0
chr19:3000001-4000000,1.0
chr19:5000001-6000000,1.0
chr19:6000001-7000000,0.31281489215555214
chr19:7000001-8000000,0.00254240808579652
chr19:20000001-21000000,0.00044633113997894944
chr19:21000001-22000000,0.000932179478056151
chr19:34000001-35000000,0.7287897616462566
chr19:37000001-38000000,1.0
chr19:44000001-45000000,0.5721647822835428
chr19:46000001-47000000,1.0
chr19:51000001-52000000,1.0
chr19:53000001-54000000,0.3233826967852323
chr19:55000001-56000000,0.8521774620038467
chr19:56000001-57000000,1.0
chr19:57000001-58000000,1.0
chr20:3000001-4000000,0.01729250381523787
chr20:13000001-14000000,1.0
chr20:23000001-24000000,2.1155303034805243e-09
chr20:26000001-27000000,0.024566096221461314
chr20:28000001-29000000,6.733176316103653e-14
chr20:30000001-31000000,0.00532046503494372
chr20:44000001-45000000,0.5729899884915697
chr20:49000001-50000000,0.2233358374856101
chr21:10000001-11000000,2.2077070254521225e-06
chr21:20000001-21000000,1.0
chr21:22000001-23000000,0.6250183069790375
chr21:24000001-25000000,0.03226199772819499
chr21:26000001-27000000,1.948629266108329e-06
chr21:32000001-33000000,0.35152270715477807
chr21:40000001-41000000,1.0
chr21:43000001-44000000,0.2233358374856101
chr21:44000001-45000000,0.06074990831266733
chr22:15000001-16000000,1.0
chr22:23000001-24000000,4.607424279177281e-05
chr22:28000001-29000000,1.0
chr22:36000001-37000000,0.8897904431924641
chr22:48000001-49000000,0.5587285364535032
